plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,summons_image,violation_status
KJA8853,NY,PAS,9116841610,4/1/2024,02:39P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkZsNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
J80NDH,NJ,PAS,9116841621,4/1/2024,02:41P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkZsNVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KFP1869,NY,PAS,9116841633,4/1/2024,02:50P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkZsNlRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KFP1869,NY,PAS,9116841645,4/1/2024,02:51P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkZrd1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HZR5550,NY,PAS,9116841657,4/1/2024,02:59P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkZreFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JHJ4179,NY,PAS,9116841669,4/1/2024,03:06P,NO STANDING-EXC. TRUCK LOADING,95,0,0,0,0.0,95.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkZreVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KDY7111,NY,PAS,9116841670,4/1/2024,03:08P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkZrelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
T131678C,NY,OMT,9116841682,4/1/2024,03:14P,NO MATCH-PLATE/STICKER,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkZrMFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KYM9440,NY,PAS,9116841694,4/1/2024,03:39P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkZrMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HXB2670,NY,PAS,9116841700,4/1/2024,03:42P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdOM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JKD5547,NY,PAS,9116841712,4/1/2024,03:44P,FIRE HYDRANT,115,0,0,0,0.0,115.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdONFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
26CEFN,FL,PAS,9116841736,4/1/2024,03:50P,NO STANDING-EXC. TRUCK LOADING,95,0,0,0,0.0,95.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdONlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KYS9914,NY,PAS,9116841748,4/1/2024,03:53P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,0.0,60.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdNd1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JJG9587,NY,PAS,9116841750,4/1/2024,04:00P,CROSSWALK,115,0,0,0,0.0,115.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdNeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
EEB4884,NY,PAS,9116841761,4/1/2024,04:10P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdNeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JGM9993,NY,PAS,9116841773,4/1/2024,04:15P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdNelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JGM9993,NY,PAS,9116841785,4/1/2024,04:15P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdNMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
BH88860,CT,PAS,9116841797,4/1/2024,04:21P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdNMVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KKR2659,NY,PAS,9116841803,4/1/2024,04:22P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdkM1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KKR2659,NY,PAS,9116841815,4/1/2024,04:22P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdkNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JNX5172,NY,PAS,9116841839,4/1/2024,05:35P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdkNlQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LBK5922,NY,PAS,9116841840,4/2/2024,01:08P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdjd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LBK5922,NY,PAS,9116841852,4/2/2024,01:09P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,0.0,60.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdjeFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KXC5633,NY,PAS,9116841864,4/2/2024,01:11P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,0.0,60.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdjeVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
T40KHL,NJ,PAS,9116841876,4/2/2024,01:30P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdjelRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
G28MNJ,NJ,PAS,9116841888,4/2/2024,01:32P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdjMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZC3288,NY,PAS,9116841890,4/2/2024,01:52P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdjMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZU6503,NY,PAS,9116841724,4/1/2024,03:46P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,65.0,0.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdONVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KEF1570,NY,PAS,9116841906,4/2/2024,02:13P,NO STANDING-BUS STOP,115,0,0,0,0.0,115.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkd0M1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KYC2209,NY,PAS,9116841918,4/2/2024,03:21P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkd0NFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZE5340,NY,PAS,9116841920,4/2/2024,04:13P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkd0NVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KLL1593,NY,PAS,9116841931,4/2/2024,05:22P,NON-COMPLIANCE W/ POSTED SIGN,60,0,0,0,0.0,60.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkd0NlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
BXF6735,NY,PAS,9116841943,4/2/2024,05:25P,NON-COMPLIANCE W/ POSTED SIGN,60,0,0,0,0.0,60.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJOVkdzd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LBN3996,NY,PAS,9116848690,3/27/2024,07:22A,DOUBLE PARKING,115,0,0,0,0.0,115.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkZrMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HVZ7394,NY,PAS,9116848706,3/27/2024,07:29A,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdOM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
F07KQM,FL,PAS,9116848718,3/27/2024,07:32A,FIRE HYDRANT,115,0,0,0,0.0,115.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdONFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LSL7298,PA,PAS,9116848720,3/27/2024,07:38A,FIRE HYDRANT,115,0,0,0,0.0,115.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdONVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LSL7298,PA,PAS,9116848731,3/27/2024,07:40A,VIN OBSCURED,65,0,0,0,0.0,65.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdONlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LGN3876,NY,PAS,9116848743,3/27/2024,07:51A,NO STANDING-EXC. AUTH. VEHICLE,95,0,0,0,0.0,95.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdNd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KKV890,MN,PAS,9116848755,3/27/2024,08:07A,DOUBLE PARKING,115,0,0,0,0.0,115.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdNeFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZD4456,NY,PAS,9116848767,3/27/2024,08:11A,DOUBLE PARKING,115,0,0,0,0.0,115.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdNeVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KNG9155,NY,PAS,9116848779,3/27/2024,08:15A,DOUBLE PARKING,115,0,0,0,0.0,115.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdNelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
97494,NY,MED,9116848780,3/27/2024,08:30A,FIRE HYDRANT,115,0,0,0,0.0,115.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdNMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KHN1292,NY,PAS,9116848792,3/27/2024,08:32A,FIRE HYDRANT,115,0,0,0,0.0,115.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdNMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
Z996173,NJ,PAS,9116848809,3/27/2024,08:39A,NO STANDING-EXC. AUTH. VEHICLE,95,0,0,0,0.0,95.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdkM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KSU5490,NY,PAS,9116848810,3/27/2024,08:59A,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdkNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KKN5995,NY,PAS,9116848822,3/27/2024,09:13A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdkNVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HSZ6438,NY,PAS,9116848834,3/27/2024,09:18A,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdkNlRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZJ3778,NY,PAS,9116848846,3/27/2024,09:36A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdjd1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LNV4701,PA,PAS,9116848858,3/27/2024,09:39A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdjeFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HRJ7987,NY,PAS,9116848860,3/27/2024,09:43A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdjeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JRM2869,NY,PAS,9116848871,3/27/2024,10:19A,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,77,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdjelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
63219NA,NY,COM,9116848913,3/27/2024,11:23A,NO STANDING-BUS STOP,115,0,0,15,0.0,100.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkd0NFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",HEARING HELD-GUILTY REDUCTION
KNN5703,NY,PAS,9116848925,3/27/2024,11:28A,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkd0NVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KTX2610,NY,PAS,9116848937,3/27/2024,11:29A,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkd0NlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LBL8617,NY,PAS,9116848949,3/27/2024,11:46A,NO PARKING-DAY/TIME LIMITS,60,0,0,0,0.0,60.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdzd1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KYJ9222,NY,PAS,9116848962,3/27/2024,11:52A,NO PARKING-DAY/TIME LIMITS,60,0,0,0,0.0,60.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdzeVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
47231ML,NY,COM,9116848974,3/27/2024,12:00P,FIRE HYDRANT,115,0,0,0,0.0,115.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdzelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",HEARING HELD-GUILTY REDUCTION
P53SWU,NJ,PAS,9116848986,3/27/2024,12:11P,FIRE HYDRANT,115,0,0,0,0.0,115.0,88,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdzMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LKH5169,NY,PAS,9116848998,4/1/2024,06:25A,FIRE HYDRANT,115,0,0,0,0.0,115.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQUkdzMVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LKH5169,NY,PAS,9116849000,4/1/2024,06:26A,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVGM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LDL7157,NY,PAS,9116849024,4/1/2024,06:33A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVGNVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
MFV1774,PA,PAS,9116849036,4/1/2024,06:36A,NO PARKING-DAY/TIME LIMITS,60,0,0,0,0.0,60.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVGNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LNX0148,PA,PAS,9116849048,4/1/2024,06:46A,FIRE HYDRANT,115,0,0,0,0.0,115.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVFd1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
F87RFM,NJ,PAS,9116849050,4/1/2024,06:49A,FIRE HYDRANT,115,0,0,0,0.0,115.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVFeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
GRM1305,NY,PAS,9116849061,4/1/2024,07:36A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVFeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
870726T,NJ,PAS,9116849073,4/1/2024,07:38A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVFelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZP8970,NY,PAS,9116849085,4/1/2024,07:42A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVFMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZP8970,NY,PAS,9116849097,4/1/2024,07:42A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVFMVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KNZ3881,NY,PAS,9116849103,4/1/2024,07:44A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVWM1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KET3293,NY,PAS,9116849115,4/1/2024,07:46A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVWNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HPD5262,NY,PAS,9116849127,4/1/2024,07:49A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVWNVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KLH2135,NY,PAS,9116849139,4/1/2024,08:06A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVWNlQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KLH2135,NY,PAS,9116849140,4/1/2024,08:07A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVVd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KVW2702,NY,PAS,9116849152,4/1/2024,08:08A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVVeFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KTL9627,NY,PAS,9116849164,4/1/2024,08:10A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVVeVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HZG6807,NY,PAS,9116849176,4/1/2024,08:11A,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVVelRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LAA8547,NY,PAS,9116849188,4/1/2024,08:14A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVVMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
WKH7641,NY,PAS,9116849190,4/1/2024,08:17A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVVMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
0E696,RI,PAS,9116849206,4/1/2024,08:37A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVsM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KYZ9651,NY,PAS,9116849218,4/1/2024,08:38A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVsNFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LCV5653,NY,PAS,9116849220,4/1/2024,08:40A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,79,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaekJQVkVsNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
